qid,r1,r2,Controversial question
6712,3.5,3.5,False
6746,1.0,1.8,False
6753,3.5,4.4,False
6781,1.0,2.6,False
6803,2.6,3.2,False
6804,1.2,2.6,False
6805,1.8,2.6,False
6819,2.0,3.8,False
6842,2.0,3.6,False
6843,1.6,3.2,False
6848,1.0,2.6,False
6854,1.2,1.6,False
6859,1.6,3.8,False
6861,1.0,2.0,False
6867,2.0,2.8,False
6887,2.2,3.2,False
6889,1.2,3.0,False
6897,3.8,4.0,False
6898,2.8,3.6,False
6913,2.2,3.2,False
6914,1.8,3.4,False
6923,3.4,4.4,False
6933,2.4,4.4,False
6937,4.0,4.4,True
6938,2.6,4.4,False
6941,2.4,3.6,False
6949,2.0,3.8,False
6958,2.0,2.6,False
6994,2.9,3.9,False
6999,2.6,3.2,False
7005,2.0,2.2,False
7012,1.8,2.6,False
7027,1.33333333333333,1.66666666666667,False
7076,4.33333333333333,3.6666666666666705,False
7085,4.4,4.4,True
7086,3.8,4.8,False
7096,1.6,2.6,False
7113,2.0,2.0,False
7128,2.2,3.8,False
7141,3.8,5.0,False
7148,2.9,4.2,False
7156,3.4,4.2,False
7168,1.2,3.2,False
7232,1.4,2.2,False
7243,3.2,4.0,False
7244,3.0,3.0,False
7293,1.8,2.8,False
7295,2.6,3.2,False
7297,1.2,2.0,False
7311,2.55555555555556,3.77777777777778,False
7324,1.4,2.2,False
7336,2.4,3.0,False
7337,1.8,3.0,False
7370,1.5,2.25,False
7371,1.0,1.0,False
7372,4.26666666666667,4.66666666666667,True
7373,4.4,4.4,True
7378,1.6,1.8,False
7403,3.0,3.0,False
7405,1.75,3.0,False
7419,1.33333333333333,3.6666666666666705,False
7427,1.0,1.0,False
7449,2.25,3.75,False
7476,2.0,2.6,False
7502,1.25,3.75,False
7529,1.6,2.2,False
7548,1.8,3.2,False
7554,2.0,3.8,False
7576,2.0,2.4,False
7616,1.4,2.6,False
7631,3.0,4.0,False
7641,3.6,4.2,False
7724,3.6,3.6,False
7731,1.25,3.0,False
7747,1.2,4.0,False
7752,3.8,4.4,False
7753,1.77777777777778,3.0,False
7754,1.8,2.4,False
7761,1.0,2.6,False
7791,1.75,2.25,False
7801,1.8,2.4,False
7834,2.5,3.25,False
7856,1.6,2.8,False
7871,2.8,3.0,False
7879,1.25,2.5,False
7888,1.2,2.2,False
7902,3.2,4.7,False
7937,1.0,1.4,False
7948,3.8,4.13333333333333,False
7949,3.4,4.0,False
7960,1.6,2.0,False
7975,1.8,2.0,False
7978,1.2,3.0,False
8019,1.6,3.4,False
8033,3.0,4.2,False
8039,3.6,4.4,False
8040,2.6,3.4,False
8065,1.6,3.4,False
8078,3.6,4.4,False
8087,3.0,3.8,False
8116,3.0,3.4,False
8126,1.4,3.2,False
8129,1.4,3.4,False
8134,2.2,3.4,False
8135,2.86666666666667,4.26666666666667,False
8142,2.0,3.8,False
8143,2.4,4.4,False
8154,1.6,2.46666666666667,False
8162,4.8,4.8,True
8165,4.4,4.8,True
8170,3.4,4.2,False
8173,3.1,4.5,False
8260,1.4,2.2,False
8261,2.2,3.4,False
8291,1.5,1.92857142857143,False
8295,3.2,4.8,False
8303,4.4,4.6,True
8314,3.0,3.7,False
8315,2.6,3.0,False
8358,3.6,4.4,False
8359,4.8,4.8,True
8365,2.2,3.0,False
8367,2.2,3.2,False
8372,1.0,1.4,False
8380,1.0,2.0,False
8391,1.8,2.4,False
8395,4.2,4.4,True
8411,1.4,1.6,False
8414,1.4,2.8,False
8428,1.0,3.0,False
8460,2.0,2.8,False
8462,1.6,2.2,False
8463,3.25,4.0,False
8475,1.8,3.2,False
8476,3.2,3.6,False
8484,1.8,2.2,False
8493,1.8,3.0,False
8522,3.8,4.0,False
8523,2.2,3.4,False
8524,1.2,3.2,False
8538,1.0,1.0,False
8541,2.8,3.8,False
8553,1.8,2.8,False
8554,2.4,3.0,False
8555,1.0,1.4,False
8556,4.4,4.4,True
8578,2.6,4.4,False
8580,1.0,1.4,False
8599,4.2,4.4,True
8631,3.6666666666666705,4.0,False
8639,1.0,1.66666666666667,False
8640,1.0,2.66666666666667,False
8643,1.8,2.6,False
8667,2.11111111111111,3.0,False
8681,1.6,2.0,False
8685,1.8,2.8,False
8687,3.6,4.4,False
8689,1.4,2.6,False
8701,1.6,1.4,False
8704,3.4,4.0,False
8705,3.8,4.8,False
8713,4.4,4.6,True
8766,2.6,2.8,False
8767,1.8,3.2,False
8801,1.5,2.75,False
8802,3.8,4.6,False
8806,2.4,2.8,False
8810,2.4,3.7,False
8818,2.6,3.2,False
8826,2.2,3.2,False
8838,3.0,4.0,False
8839,3.2,3.8,False
8843,1.0,1.25,False
8880,4.0,4.6,True
8890,1.2,2.4,False
8936,3.0,3.0,False
8946,3.6,4.6,False
8953,4.2,4.4,True
8954,3.8,4.7,False
8958,1.6,2.0,False
8963,2.0,2.8,False
8980,3.0,3.6,False
8981,2.6,3.8,False
8991,2.8,3.8,False
8994,4.5,4.75,True
8998,1.0,1.0,False
9002,2.0,3.0,False
9003,1.25,2.0,False
9014,2.4,3.2,False
9040,1.4,1.4,False
9069,4.5,4.7,True
9098,4.2,4.6,True
9122,1.4,2.8,False
9146,3.75,4.75,False
9156,1.5,3.5,False
9172,2.2,3.0,False
9183,1.0,1.4,False
9197,2.8,3.0,False
9205,1.0,2.4,False
9219,1.0,1.0,False
9223,1.0,1.2,False
9255,1.6,2.6,False
9271,1.2,3.0,False
9334,2.8,4.2,False
9335,4.0,4.6,True
9355,4.0,5.0,True
9367,1.4,4.0,False
9400,3.3,3.9,False
9404,4.4,4.6,True
9405,2.8,3.0,False
9438,1.0,2.6,False
9483,3.2,3.4,False
9487,1.2,3.4,False
9519,1.0,2.4,False
9520,1.28571428571429,2.35714285714286,False
9533,2.4,4.0,False
9560,1.8,3.4,False
9565,3.6,4.4,False
9566,2.0,2.4,False
9585,1.8,2.8,False
9588,4.3,4.4,True
9615,3.8,4.0,False
9618,1.25,1.5,False
9633,1.6,2.6,False
9640,1.0,2.25,False
9649,1.8,2.6,False
9667,1.6,2.4,False
9681,3.0,4.2,False
9684,2.4,3.4,False
9687,1.0,1.0,False
9695,1.0,1.0,False
9702,1.2,3.0,False
9703,1.33333333333333,2.06666666666667,False
9704,1.22222222222222,1.33333333333333,False
9711,1.0,1.4,False
9729,1.6,3.4,False
9761,2.4,3.6,False
9767,2.0,4.0,False
9789,1.88888888888889,3.6666666666666705,False
9839,4.2,4.0,True
9842,2.0,3.0,False
9849,4.8,4.8,True
9857,2.6,2.8,False
9863,1.2,1.8,False
9873,3.4,4.4,False
9874,2.8,3.0,False
9895,1.66666666666667,3.6666666666666705,False
9899,3.6,4.4,False
9905,3.4,3.8,False
9906,4.0,5.0,True
9907,4.1,4.6,True
9932,3.2,3.8,False
9939,1.2,2.6,False
9987,1.6,2.4,False
10008,1.25,2.0,False
10017,1.0,1.6,False
10019,1.0,2.0,False
10038,1.8,3.4,False
10042,4.8,4.8,True
10053,4.6,4.6,True
10063,1.2,2.0,False
10097,2.2,1.8,False
10099,3.8,4.6,False
10129,2.6,4.2,False
10157,2.0,2.0,False
10160,1.8,2.6,False
10161,1.0,1.2,False
10202,1.8,3.6,False
10204,2.2,3.8,False
10209,4.4,4.6,True
10213,1.6,1.8,False
10214,1.2,2.6,False
10216,1.625,2.75,False
10217,2.2,2.0,False
10248,2.0,2.8,False
10290,4.6,4.6,True
10308,1.0,1.0,False
10309,1.4,3.2,False
10359,1.8,4.0,False
10364,1.4,2.4,False
10365,1.61538461538462,2.38461538461538,False
10370,1.71428571428571,3.14285714285714,False
10371,1.6,2.4,False
10377,1.4,2.2,False
10380,1.2,1.2,False
10390,3.4,3.8,False
10402,1.4,1.4,False
10403,1.4,2.6,False
10424,1.2,2.8,False
10425,4.0,4.6,True
10427,2.2,2.8,False
10434,4.0,4.2,True
10436,2.0,3.25,False
10472,1.2,2.4,False
10473,1.9,3.0,False
10483,1.2,2.6,False
10485,3.2,3.8,False
10511,2.2,2.6,False
10512,2.0,3.2,False
10549,3.0,3.0,False
10565,2.6,4.2,False
10574,4.25,4.25,True
10587,1.2,1.6,False
10614,2.0,3.0,False
10630,3.8,4.6,False
10635,2.8,3.0,False
10639,2.4,3.2,False
10665,1.4,3.0,False
10669,3.8,4.4,False
10670,3.4,4.6,False
10696,1.8,2.2,False
10729,3.2,4.4,False
10730,2.4,2.4,False
10748,1.0,2.0,False
10758,1.25,2.75,False
10760,1.2,3.4,False
10765,2.4,3.2,False
10860,2.6,3.6,False
10923,1.6,2.8,False
10947,2.0,2.8,False
10959,2.0,4.6,False
11032,2.8,3.8,False
11034,2.28571428571429,4.28571428571429,False
11085,3.0,2.8,False
11087,1.4,1.4,False
11097,1.6,2.6,False
11099,1.0,1.2,False
11102,1.8,2.0,False
11103,4.8,5.0,True
11104,4.6,5.0,True
11122,1.75,1.75,False
11161,3.2,4.2,False
11162,3.0,4.2,False
11168,1.5,3.07142857142857,False
11204,4.4,3.8,False
11220,1.8,2.0,False
11233,1.0,1.4,False
11243,2.8,4.0,False
11250,1.6,3.0,False
11252,3.4,3.8,False
11274,1.0,1.0,False
11284,1.8,3.0,False
11286,1.8,3.8,False
11298,2.2,2.6,False
11301,4.6,5.0,True
11310,1.8,3.6,False
11323,4.4,4.6,True
11324,3.8,4.6,False
11341,1.6,2.8,False
11343,1.25,2.5,False
11382,4.46666666666667,4.6,True
11392,1.85714285714286,3.6666666666666705,False
11398,1.0,1.6,False
11408,1.2,3.0,False
11432,1.4,2.0,False
11434,3.68,4.48,False
11435,4.4,4.4,True
11446,2.2,2.8,False
11453,1.0,2.4,False
11461,1.4,2.8,False
11505,2.4,3.8,False
11539,3.2,4.0,False
11544,3.6,4.2,False
11598,1.6,2.6,False
11600,2.8,4.0,False
11616,3.2,3.8,False
11632,1.4,2.0,False
11645,5.0,5.0,True
11690,2.6,3.2,False
11703,1.0,1.4,False
11723,1.0,3.4,False
11736,1.4,2.2,False
11748,4.8,4.4,True
11759,1.75,2.75,False
11792,3.6,4.8,False
11793,4.0,4.2,True
11810,1.8,3.6,False
11816,1.0,2.0,False
11821,2.6,4.2,False
11822,3.6,3.8,False
11858,2.6,4.2,False
11877,3.8,4.4,False
11879,1.2,1.2,False
11881,1.45454545454545,3.59090909090909,False
11882,1.2,2.8,False
11922,1.4,1.4,False
11924,2.6,4.0,False
11944,3.8,4.4,False
11967,1.2,1.8,False
11968,1.0,2.4,False
11972,4.8,5.0,True
11991,2.6,2.2,False
11997,3.9,4.6,False
12006,3.4,4.0,False
12007,3.0,3.8,False
12017,1.4,2.0,False
12021,3.6,4.0,False
12023,4.0,5.0,True
12094,1.8,1.6,False
12096,1.0,2.6,False
12149,1.2,1.8,False
12162,1.8,2.8,False
12163,3.0,4.25,False
12170,2.8,3.4,False
12180,2.8,4.6,False
12216,1.2,3.2,False
12217,2.4,3.2,False
12234,1.2,3.4,False
12272,1.6,2.6,False
12293,1.2,2.0,False
12305,2.8,3.6,False
12308,1.6,2.4,False
12315,1.8,2.6,False
12316,1.2,2.4,False
12325,3.0,3.8,False
12330,2.0,4.0,False
12363,2.6,3.2,False
12388,1.7,2.5,False
12412,1.8,3.2,False
12427,1.0,1.8,False
12434,1.0,3.0,False
12439,4.0,4.4,True
12476,1.2,2.4,False
12544,3.6,4.2,False
12581,4.4,4.6,True
12602,1.2,1.8,False
12689,1.2,2.0,False
12714,4.8,4.8,True
12715,1.6,3.6,False
12716,1.6,2.6,False
12717,1.6,2.6,False
12721,3.4,4.0,False
12726,2.4,3.8,False
12732,4.6,4.2,True
12733,3.4,4.4,False
12756,3.5,4.5,False
12787,2.8,3.8,False
12807,1.25,3.25,False
12824,1.25,2.0,False
12884,3.8,4.4,False
12885,3.0,3.8,False
12889,2.8,3.8,False
12908,1.75,2.5,False
12944,2.4,3.4,False
12959,2.2,3.6,False
12964,2.0,3.2,False
12992,1.6,2.6,False
13012,2.0,2.8,False
13045,1.4,4.0,False
13104,1.6,3.0,False
13126,2.4,3.4,False
13140,1.2,1.8,False
13141,1.5,1.75,False
13144,1.21052631578947,2.26315789473684,False
13165,2.0,3.6,False
13170,4.6,4.9,True
13178,1.6,3.2,False
13183,1.8,3.0,False
13216,1.25,2.5,False
13225,3.6,3.4,False
13239,1.6,2.4,False
13241,1.0,1.6,False
13248,1.6,2.0,False
13249,1.2,1.6,False
13253,3.4,3.8,False
13254,3.6,4.4,False
13261,1.0,2.8,False
13270,1.6,2.2,False
13271,2.6,3.6,False
13336,4.2,4.2,True
13364,3.8,3.8,False
13370,1.0,1.2,False
13394,4.6,4.6,True
13412,2.2,3.4,False
13413,2.2,3.6,False
13430,1.6,2.2,False
13453,1.2,3.0,False
13475,1.25,2.75,False
13508,4.2,4.3,True
13509,3.4,4.0,False
13511,4.0,4.8,True
13526,1.0,2.0,False
13556,1.8,1.8,False
13571,3.7,4.2,False
13580,4.6,4.4,True
13594,1.0,2.8,False
13618,2.2,3.6,False
13631,4.0,4.0,True
13650,2.0,3.0,False
13676,4.2,4.7,True
13678,1.4,1.4,False
13694,4.8,4.6,True
13748,1.53333333333333,3.2,False
13753,2.8,2.4,False
13754,2.6,3.4,False
13767,2.25,3.0,False
13770,4.0,4.0,True
13774,1.2,2.0,False
13777,1.4,2.4,False
13778,2.875,3.5,False
13789,3.2,3.2,False
13791,1.2,2.8,False
13801,2.0,3.6,False
13806,4.0,4.4,True
13807,2.6,4.6,False
13852,3.4,2.8,False
13870,1.8,3.2,False
13880,1.8,3.8,False
13885,1.0,1.2,False
13889,1.6,2.0,False
13896,1.0,2.5,False
13939,2.2,3.6,False
13943,1.2,1.6,False
13964,2.0,3.0,False
13967,1.8,2.4,False
13985,3.0,4.25,False
14036,1.2,2.8,False
14057,4.6,4.6,True
14075,3.4,4.2,False
14079,1.2,2.6,False
14082,1.25,1.5,False
14110,1.53333333333333,3.2,False
14120,1.4,2.0,False
14142,1.25,2.75,False
14150,2.8,3.6,False
14155,3.0,3.6666666666666705,False
14196,1.0,1.6,False
14283,1.4,2.4,False
14297,2.0,3.6,False
14298,1.4,2.8,False
14312,1.0,1.0,False
14340,1.2,1.8,False
14354,1.4,2.0,False
14359,1.8,1.6,False
14362,4.0,4.6,True
14368,1.0,1.5,False
14375,1.6,2.6,False
14390,2.0,3.25,False
14405,2.6,4.0,False
14408,2.8,4.4,False
14429,1.0,1.8,False
14447,2.0,4.0,False
14460,1.0,2.4,False
14490,1.6,2.4,False
14529,1.6,2.6,False
14548,2.4,3.8,False
14572,1.33333333333333,2.0,False
14606,4.8,4.8,True
14610,1.0,2.25,False
14630,3.4,3.8,False
14657,3.4,4.2,False
14659,2.0,2.8,False
14661,3.4,3.6,False
14670,1.4,2.0,False
14716,1.0,2.6,False
14788,1.6,1.2,False
14797,2.0,2.4,False
14804,1.2,1.6,False
14806,1.25,2.75,False
14870,1.4,2.4,False
14875,4.2,5.0,True
14876,3.8,5.0,False
14927,1.8,3.0,False
14952,1.75,3.0,False
14953,2.0,2.4,False
